[RAM;16;int;4;0;wtime;0.000020;0.000023;686.695279Mb/s;0.000010;33.333333%;0.000020;0.000023;686.695279Mb/s;0.000007;25.925926%]
[RAM;16;int;4;1;wtime;0.000023;0.000023;686.695279Mb/s;0.000010;33.333333%;0.000026;0.000023;686.695279Mb/s;0.000007;25.925926%]
[RAM;16;int;4;2;wtime;0.000030;0.000023;686.695279Mb/s;0.000010;33.333333%;0.000027;0.000023;686.695279Mb/s;0.000007;25.925926%]
[RAM;16;int;4;3;wtime;0.000023;0.000023;686.695279Mb/s;0.000010;33.333333%;0.000022;0.000023;686.695279Mb/s;0.000007;25.925926%]
[RAM;16;int;4;4;wtime;0.000023;0.000023;686.695279Mb/s;0.000010;33.333333%;0.000022;0.000023;686.695279Mb/s;0.000007;25.925926%]
[RAM;16;int;4;5;wtime;0.000021;0.000023;686.695279Mb/s;0.000010;33.333333%;0.000020;0.000023;686.695279Mb/s;0.000007;25.925926%]
[RAM;16;int;4;6;wtime;0.000022;0.000023;686.695279Mb/s;0.000010;33.333333%;0.000023;0.000023;686.695279Mb/s;0.000007;25.925926%]
[RAM;16;int;4;7;wtime;0.000024;0.000023;686.695279Mb/s;0.000010;33.333333%;0.000027;0.000023;686.695279Mb/s;0.000007;25.925926%]
[RAM;16;int;4;8;wtime;0.000023;0.000023;686.695279Mb/s;0.000010;33.333333%;0.000023;0.000023;686.695279Mb/s;0.000007;25.925926%]
[RAM;16;int;4;9;wtime;0.000024;0.000023;686.695279Mb/s;0.000010;33.333333%;0.000023;0.000023;686.695279Mb/s;0.000007;25.925926%]
[RAM;32768;int;4;0;wtime;0.040207;0.039897;821.308710Mb/s;0.001345;3.283291%;0.040180;0.039995;819.312655Mb/s;0.002670;6.335421%]
[RAM;32768;int;4;1;wtime;0.039783;0.039897;821.308710Mb/s;0.001345;3.283291%;0.040164;0.039995;819.312655Mb/s;0.002670;6.335421%]
[RAM;32768;int;4;2;wtime;0.039620;0.039897;821.308710Mb/s;0.001345;3.283291%;0.039586;0.039995;819.312655Mb/s;0.002670;6.335421%]
[RAM;32768;int;4;3;wtime;0.039722;0.039897;821.308710Mb/s;0.001345;3.283291%;0.039648;0.039995;819.312655Mb/s;0.002670;6.335421%]
[RAM;32768;int;4;4;wtime;0.039906;0.039897;821.308710Mb/s;0.001345;3.283291%;0.039815;0.039995;819.312655Mb/s;0.002670;6.335421%]
[RAM;32768;int;4;5;wtime;0.039648;0.039897;821.308710Mb/s;0.001345;3.283291%;0.039608;0.039995;819.312655Mb/s;0.002670;6.335421%]
[RAM;32768;int;4;6;wtime;0.039660;0.039897;821.308710Mb/s;0.001345;3.283291%;0.039474;0.039995;819.312655Mb/s;0.002670;6.335421%]
[RAM;32768;int;4;7;wtime;0.040965;0.039897;821.308710Mb/s;0.001345;3.283291%;0.042144;0.039995;819.312655Mb/s;0.002670;6.335421%]
[RAM;32768;int;4;8;wtime;0.039686;0.039897;821.308710Mb/s;0.001345;3.283291%;0.039608;0.039995;819.312655Mb/s;0.002670;6.335421%]
[RAM;32768;int;4;9;wtime;0.039776;0.039897;821.308710Mb/s;0.001345;3.283291%;0.039718;0.039995;819.312655Mb/s;0.002670;6.335421%]
[RAM;131072;int;4;0;wtime;0.162637;0.167948;780.430180Mb/s;0.027654;14.532479%;0.162596;0.167075;784.512298Mb/s;0.015427;8.665734%]
[RAM;131072;int;4;1;wtime;0.167884;0.167948;780.430180Mb/s;0.027654;14.532479%;0.168782;0.167075;784.512298Mb/s;0.015427;8.665734%]
[RAM;131072;int;4;2;wtime;0.190291;0.167948;780.430180Mb/s;0.027654;14.532479%;0.178023;0.167075;784.512298Mb/s;0.015427;8.665734%]
[RAM;131072;int;4;3;wtime;0.166226;0.167948;780.430180Mb/s;0.027654;14.532479%;0.168248;0.167075;784.512298Mb/s;0.015427;8.665734%]
[RAM;131072;int;4;4;wtime;0.165797;0.167948;780.430180Mb/s;0.027654;14.532479%;0.165101;0.167075;784.512298Mb/s;0.015427;8.665734%]
[RAM;131072;int;4;5;wtime;0.165245;0.167948;780.430180Mb/s;0.027654;14.532479%;0.165934;0.167075;784.512298Mb/s;0.015427;8.665734%]
